Name ImageFile	Set	ImageFile	Set #	Type	Stage	HP	Weakness	Resistance	Retreat Cost	Rarity	Text
Cherrim SSBSP 88	SSBSP	SSBSP_088	#088	Grass	Stage 1 - Cherubi	80	Fire x2		2	Promo	Ability: Spring Bloom. As often as you like during your turn, you may attach a [G] Energy card from your hand to 1 of your Pokemon that doesn't have a Rule Box (Pokemon V, Pokemon-GX, etc. have Rule Boxes). | [G][C][C] Seed Bomb: 70 damage.
Octillery SSBSP 89	SSBSP	SSBSP_089	#089	Water	Stage 1 (Rapid Strike) - Remoraid	110	Lightning x2		2	Promo	Ability: Rapid Strike Search. Once during your turn, you may search your deck for a Rapid Strike card, reveal it, and put it into your hand. Then, shuffle your deck. You can't use more than 1 Rapid Strike Search Ability each turn. | [W][C][C] Waterfall: 50 damage.
Houndoom SSBSP 90	SSBSP	SSBSP_090	#090	Darkness	Stage 1 (Single Strike) - Houndour	130	Grass x2		2	Promo	Ability: Single Strike Roar. Once during your turn, you may search your deck for a Single Strike Energy card and attach it to 1 of your Single Strike Pokemon. Then, shuffle your deck. If you attached Energy to a Pokemon in this way, put 2 damage counters on that Pokemon. | [D][C] Darkness Fang: 50 damage.
Bronzong SSBSP 91	SSBSP	SSBSP_091	#091	Metal	Stage 1 - Bronzor	110	Fire x2	Grass -30	3	Promo	Ability: Metal Transfer. As often as you like during your turn, you may move a [M] Energy from 1 of your Pokemon to another of your Pokemon. | [M][C][C] Zen Headbutt: 70 damage.
Charmander SSBSP 92	SSBSP	SSBSP_092	#092	Fire	Basic	70	Water x2		1	Promo	[R] Collect: Draw a card. | [R][R] Flare: 30 damage.
Arrokuda SSBSP 93	SSBSP	SSBSP_093	#093	Water	Basic	60	Lightning x2		1	Promo	[C] Flock: Search your deck for up to 2 Arrokuda and put them onto your Bench. Then, shuffle your deck. | [W][C] Peck: 20 damage.
Jolteon SSBSP 94	SSBSP	SSBSP_094	#094	Lightning	Stage 1 - Eevee	100	Fighting x2		0	Promo	[L] Energize: Attach a [L] Energy card from your discard pile to this Pokemon. | [L][L][C] Thunder: 160 damage. This Pokemon also does 30 damage to itself.
Eevee SSBSP 95	SSBSP	SSBSP_095	#095	Colorless	Basic	60	Fighting x2		1	Promo	[C] First Step: Draw a card. | [C][C][C] Tail Whap: 30 damage.
Dragapult V SSBSP 96	SSBSP	SSBSP_096	#096	Psychic	Basic (V)	210	Darkness x2	Fighting -30	1	Promo	[P] Bite: 30 damage. | [P][P] Jet Assault: 60+ damage. If this Pokemon moved from your Bench to the Active Spot this turn, this attack does 80 more damage. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Dragapult VMAX SSBSP 97	SSBSP	SSBSP_097	#097	Psychic	VMAX (Dynamax) - Dragapult V	320	Darkness x2	Fighting -30	1	Promo	[P] Shred: 60 damage. This attack's damage isn't affected by any effects on your opponent's Active Pokemon. | [P][P] Max Phantom: 130 damage. Put 5 damage counters on your opponent's Benched Pokemon in any way you like. | When your Pokemon VMAX is Knocked Out, your opponent takes 3 Prize cards.
Crobat V SSBSP 98	SSBSP	SSBSP_098	#098	Darkness	Basic (V)	180	Fighting x2		1	Promo	Ability: Dark Asset. When you play this Pokemon from your hand onto your Bench during your turn, you may draw cards until you have 6 cards in your hand. You can't use more than 1 Dark Asset Ability each turn. | [D][C] Venomous Fang: 70 damage. Your opponent's Active Pokemon is now Poisoned. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Crobat VMAX SSBSP 99	SSBSP	SSBSP_099	#099	Darkness	VMAX (Dynamax) - Crobat V	300	Fighting x2		1	Promo	[D][C] Stealth Poison: 70 damage. Your opponent's Active Pokemon is now Poisoned. Switch this Pokemon with 1 of your Benched Pokemon. | [D][D][C] Max Cutter: 180 damage. | When your Pokemon VMAX is Knocked Out, your opponent takes 3 Prize cards.
Venusaur V SSBSP 100	SSBSP	SSBSP_100	#100	Grass	Basic (V)	220	Fire x2		3	Promo	[G][C] Leaf Drain: 50 damage. Heal 30 damage from this Pokemon. | [G][G][C] Double-Edge: 190 damage. This Pokemon also does 30 damage to itself. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Blastoise V SSBSP 101	SSBSP	SSBSP_101	#101	Water	Basic (V)	220	Lightning x2		3	Promo	[W] Water Gun: 30 damage. | [W][W][W] Torrential Cannon: 200 damage. During your next turn, this Pokemon can't use Torrential Cannon. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Venusaur VMAX SSBSP 102	SSBSP	SSBSP_102	#102	Grass	VMAX (Gigantamax) - Venusaur V	330	Fire x2		4	Promo	[C][C] Forest Storm: 30x damage. This attack does 30 damage for each [G] Energy attached to all of your Pokemon. | [G][G][C][C] G-Max Bloom: 210 damage. Heal 30 damage from this Pokemon. | When your Pokemon VMAX is Knocked Out, your opponent takes 3 Prize cards.
Blastoise VMAX SSBSP 103	SSBSP	SSBSP_103	#103	Water	VMAX (Gigantamax) - Blastoise V	330	Lightning x2		3	Promo	[W][W][W] Grand Falls: 120 damage. Search your deck for up to 3 [W] Energy cards and attach them to your Benched Pokemon in any way you like. Then, shuffle your deck. | [W][W][W][W] G-Max Bombard: 220 damage. This attack also does 30 damage to 2 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | When your Pokemon VMAX is Knocked Out, your opponent takes 3 Prize cards.
Victini V SSBSP 104	SSBSP	SSBSP_104	#104	Fire	Basic (V)	190	Water x2		2	Promo	[C] Spreading Flames: Attach up to 3 [R] Energy cards from your discard pile to your Pokemon in any way you like. | [R][R] Energy Burst: 30x damage. This attack does 30 damage for each Energy attached to both Active Pokemon. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Gardevoir V SSBSP 105	SSBSP	SSBSP_105	#105	Psychic	Basic (V)	210	Metal x2		2	Promo	[P] Magical Shot: 30 damage. | [P][P][C] Swelling Pulse: 120+ damage. If this Pokemon was healed during this turn, this attack does 80 more damage. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Single Strike Urshifu V SSBSP 106	SSBSP	SSBSP_106	#106	Fighting	Basic (V) (Single Strike)	220	Psychic x2		2	Promo	[F] Low Kick: 30 damage. | [F][F][F][F] Brawny Knuckle: 180 damage. This attack's damage isn't affected by Resistance. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Rapid Strike Urshifu V SSBSP 107	SSBSP	SSBSP_107	#107	Fighting	Basic (V) (Rapid Strike)	220	Psychic x2		2	Promo	[F][C] Spiral Kick: 40 damage. | [F][F][C] Sonic Legs: 90 damage. This attack also does 20 damage to 2 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Empoleon V SSBSP 108	SSBSP	SSBSP_108	#108	Water	Basic (V) (Rapid Strike)	210	Lightning x2		2	Promo	Ability: Emperor's Eyes. As long as this Pokemon is in the Active Spot, your opponent's Basic Pokemon in play have no Abilities, except for Pokemon with a Rule Box (Pokemon V, Pokemon-GX, etc. have Rule Boxes). | [W][C][C] Swirling Slice: 130 damage. Move an Energy from this Pokemon to 1 of your Benched Pokemon. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Tyranitar V SSBSP 109	SSBSP	SSBSP_109	#109	Darkness	Basic (V) (Single Strike)	230	Grass x2		3	Promo	[D][C][C] Cragalanche: 60 damage. Discard the top 2 cards of your opponent's deck. | [D][D][C][C] Single Strike Crush: 240 damage. Discard the top 4 cards of your deck. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Crobat V SSBSP 110	SSBSP	SSBSP_110	#110	Darkness	Basic (V)	180	Fighting x2		1	Promo	Ability: Dark Asset. When you play this Pokemon from your hand onto your Bench during your turn, you may draw cards until you have 6 cards in your hand. You can't use more than 1 Dark Asset Ability each turn. | [D][C] Venomous Fang: 70 damage. Your opponent's Active Pokemon is now Poisoned. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Galarian Rapidash V SSBSP 111	SSBSP	SSBSP_111	#111	Psychic	Basic (V)	210	Darkness x2	Fighting -30	1	Promo	[C][C] Libra Horn: Put damage counters on 1 of your opponent's Pokemon until its remaining HP is 100. | [P][P] Psychic: 60+ damage. This attack does 30 more damage for each Energy attached to your opponent's Active Pokemon. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Cinderace SSBSP 112	SSBSP	SSBSP_112	#112	Fire	Stage 2 (Single Strike) - Raboot	170	Water x2		1	Promo	Ability: Crisis Power. This Pokemon's attacks do 30 more damage to your opponent's Active Pokemon for each Prize card your opponent has taken (before applying Weakness and Resistance). | [R][C] Fireball Shot: 150 damage. During your next turn, this Pokemon can't attack.
Inteleon SSBSP 113	SSBSP	SSBSP_113	#113	Water	Stage 2 (Rapid Strike) - Drizzile	150	Lightning x2		1	Promo	Ability: Quick Shooting. Once during your turn, you may put 2 damage counters on 1 of your opponent's Pokemon. | [C][C] Waterfall: 70 damage.
Cresselia SSBSP 114	SSBSP	SSBSP_114	#114	Psychic	Basic	120	Darkness x2	Fighting -30	1	Promo	[P] Crescent Glow: Search your deck for a [P] Energy card and attach it to 1 of your Pokemon. If you go second and it's your first turn, instead search for up to 3 [P] Energy cards and attach them to 1 of your Pokemon. Then, shuffle your deck. | [P][P] Photon Laser: 30+ damage. If you have at least 5 Energy in play, this attack does 90 more damage.
Passimian SSBSP 115	SSBSP	SSBSP_115	#115	Fighting	Basic (Rapid Strike)	110	Psychic x2		1	Promo	Ability: Throwing Coach. Your Rapid Strike Pokemon's attacks do 30 more damage to your opponent's Benched Pokemon V and Benched Pokemon-GX (before applying Weakness and Resistance). You can't apply more than 1 Throwing Coach Ability at a time. | [F] Fling: This attack does 20 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Morpeko SSBSP 116	SSBSP	SSBSP_116	#116	Lightning	Basic	80	Fighting x2		1	Promo	[C] Famished: Draw a card. | [L][C] Thunder Shock: 40 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.
Phanpy SSBSP 117	SSBSP	SSBSP_117	#117	Fighting	Basic	70	Grass x2		2	Promo	[F] Stampede: 10 damage. | [F][C] Strike Back: 30x damage. This attack does 30 damage for each damage counter on this Pokemon.
Eevee SSBSP 118	SSBSP	SSBSP_118	#118	Colorless	Basic	60	Fighting x2		1	Promo	[C] Signs of Evolution: Search your deck for a card that evolves from Eevee, reveal it, and put it into your hand. Then, shuffle your deck. | [C][C] Wild Kick: 30 damage. Flip a coin. If tails, this attack does nothing.
Snorlax SSBSP 119	SSBSP	SSBSP_119	#119	Colorless	Basic (Single Strike)	140	Fighting x2		4	Promo	[C][C] Slap Push: 30 damage. | [C][C][C] Single Strike Tackle: 120 damage. This Pokemon also does 30 damage to itself.
Marnie SSBSP 120	SSBSP	SSBSP_120	#120		Trainer - Supporter					Promo	Each player shuffles their hand and puts it on the bottom of their deck. If either player put any cards on the bottom of their deck in this way, you draw 5 cards, and your opponent draws 4 cards. | You may play only 1 Supporter card during your turn.
Marnie SSBSP 121	SSBSP	SSBSP_121	#121		Trainer - Supporter					Promo	Each player shuffles their hand and puts it on the bottom of their deck. If either player put any cards on the bottom of their deck in this way, you draw 5 cards, and your opponent draws 4 cards. | You may play only 1 Supporter card during your turn.
Flaaffy SSBSP 122	SSBSP	SSBSP_122	#122	Lightning	Stage 1 - Mareep	90	Fighting x2		2	Promo	Ability: Dynamotor. Once during your turn (before your attack), you may attach a [L] Energy card from your discard pile to 1 of your Benched Pokemon. | [L][L][C] Electro Ball: 50 damage.
Galarian Articuno SSBSP 123	SSBSP	SSBSP_123	#123	Psychic	Basic	120	Darkness x2	Fighting -30	2	Promo	Ability: Cruel Charge. When you play this Pokemon from your hand onto your Bench during your turn, you may attach up to 2 [P] Energy cards from your hand to this Pokemon. | [P][P][C] Psylaser: Discard all [P] Energy from this Pokemon. This attack does 120 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Galarian Zapdos SSBSP 124	SSBSP	SSBSP_124	#124	Fighting	Basic	110	Psychic x2		0	Promo	Ability: Strong Legs Charge. When you play this Pokemon from your hand onto your Bench during your turn, you may attach up to 2 [F] Energy cards from your hand to this Pokemon. | [F][F][C] Zapper Kick: 70 damage. You may discard all Energy from this Pokemon. If you do, your opponent's Active Pokemon is now Paralyzed.
Galarian Moltres SSBSP 125	SSBSP	SSBSP_125	#125	Darkness	Basic	120	Grass x2		2	Promo	Ability: Malevolent Charge. When you play this Pokemon from your hand onto your Bench during your turn, you may attach up to 2 [D] Energy cards from your hand to this Pokemon. | [D][D][C] Fiery Wrath: 20+ damage. This attack does 50 more damage for each Prize card your opponent has taken.
Galarian Slowpoke SSBSP 126	SSBSP	SSBSP_126	#126	Psychic	Basic	70	Darkness x2	Fighting -30	2	Promo	[C] Everyone Laze Around: Heal 10 damage from each of your Pokemon. | [C][C][C] Tail Whap: 30 damage.
Eevee SSBSP 127	SSBSP	SSBSP_127	#127	Colorless	Basic	60	Fighting x2		1	Promo	[C] Be Prepared: Attach a basic Energy card from your hand to this Pokemon. | [C][C][C] Bite: 30 damage.
Eiscue SSBSP 128	SSBSP	SSBSP_128	#128	Water	Basic	120	Metal x2		2	Promo	[W] Ice Bonus: Discard a [W] Energy card from your hand. If you do, draw 3 cards. | [W][W][C] Headbutt Bounce: 100 damage.
Umbreon SSBSP 129	SSBSP	SSBSP_129	#129	Darkness	Stage 1 - Eevee	110	Grass x2		1	Promo	[D] Blindside: This attack does 60 damage to 1 of your opponent's Pokemon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokemon.) | [D][C][C] Moon Mirage: 80 damage. Your opponent's Active Pokemon is now Confused.
Ice Rider Calyrex V SSBSP 130	SSBSP	SSBSP_130	#130	Water	Basic (V)	210	Metal x2		2	Promo	[W][C] Blizzard: 40 damage. This attack also does 10 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [W][W][C] Frost Stamp: 140 damage. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Shadow Rider Calyrex V SSBSP 131	SSBSP	SSBSP_131	#131	Psychic	Basic (V)	210	Darkness x2	Fighting -30	2	Promo	[P] Cloak in Shadows: Attach a [P] Energy card from your discard pile to this Pokemon. | [P][P][C] Hollow Binding: 130 damage. During your opponent's next turn, the Defending Pokemon can't retreat. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Dragapult SSBSP 132	SSBSP	SSBSP_132	#132	Psychic	Stage 2 (Prime) - Drakloak	150	Darkness x2	Fighting -30	0	Promo	[P] Mach Turn: 60 damage. You may switch this Pokemon with 1 of your Benched Pokemon. | [P][P][C] Diving Swipe: 150 damage. Discard a random card from your opponent's hand.
Lance's Charizard V SSBSP 133	SSBSP	SSBSP_133	#133	Fire	Basic (V)	220	Water x2		3	Promo	[R][R][C] Flamethrower: 200 damage. Discard an Energy from this Pokemon. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Dark Sylveon V SSBSP 134	SSBSP	SSBSP_134	#134	Psychic	Basic (V)	180	Metal x2		1	Promo	[C][C] Disarming Voice: 30 damage. Your opponent's Active Pokemon is now Confused. | [P][C][C] Tricky Ribbon: 100 damage. Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Zacian LV.X SSBSP 135	SSBSP	SSBSP_135	#135	Metal	Level-Up - Zacian	160	Fire x2	Grass -30	2	Promo	Poke-Body: Bladed Armament. Damage from this Pokemon's attacks isn't affected by any effects on your opponent's Active Pokemon. | [M][M][C] Brave Blade: 240 damage. During your next turn, this Pokemon can't attack. | Put this card onto your Active Zacian. Zacian LV.X can use any attack, Poke-Power, or Poke-Body from its previous Level.
Mimikyu SSBSP 136	SSBSP	SSBSP_136	#136	Water	Basic (Delta)	70	Lightning x2		1	Promo	[W] Filch: Draw 2 cards. | [W][C] Wet Claw: 40 damage. Put an Energy attached to your opponent's Active Pokemon into their hand.
Light Toxtricity SSBSP 137	SSBSP	SSBSP_137	#137	Lightning	Stage 1 - Toxel	120	Fighting x2		2	Promo	[C] Slow Ballad: Heal 30 damage from both Active Pokemon. | [L][L][C] Beatdown Smash: 160 damage. During your next turn, this Pokemon can't use Beatdown Smash.
Hydreigon C SSBSP 138	SSBSP	SSBSP_138	#138	Darkness	Basic (SP)	110	Grass x2		2	Promo	[C][C] Bite: 30 damage. | [D][D][C] Berserker Blade: 100 damage. This attack also does 20 damage to 2 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Pikachu V-UNION SSBSP 139	SSBSP	SSBSP_139	#139	Lightning	V-UNION	300	Fighting x2		2	Promo	Once per game during your turn, combine 4 different Pikachu V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [L] Energy cards from your discard pile to this Pokemon. | [L][C] Shocking Shock: 120 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | [L][L][C] Disconnect: 150 damage. During your opponent's next turn, they can't play any Item cards from their hand. | [L][L][C] Electro Ball Together: 250 damage. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Pikachu V-UNION SSBSP 140	SSBSP	SSBSP_140	#140	Lightning	V-UNION	300	Fighting x2		2	Promo	Once per game during your turn, combine 4 different Pikachu V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [L] Energy cards from your discard pile to this Pokemon. | [L][C] Shocking Shock: 120 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | [L][L][C] Disconnect: 150 damage. During your opponent's next turn, they can't play any Item cards from their hand. | [L][L][C] Electro Ball Together: 250 damage. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Pikachu V-UNION SSBSP 141	SSBSP	SSBSP_141	#141	Lightning	V-UNION	300	Fighting x2		2	Promo	Once per game during your turn, combine 4 different Pikachu V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [L] Energy cards from your discard pile to this Pokemon. | [L][C] Shocking Shock: 120 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | [L][L][C] Disconnect: 150 damage. During your opponent's next turn, they can't play any Item cards from their hand. | [L][L][C] Electro Ball Together: 250 damage. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Pikachu V-UNION SSBSP 142	SSBSP	SSBSP_142	#142	Lightning	V-UNION	300	Fighting x2		2	Promo	Once per game during your turn, combine 4 different Pikachu V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [L] Energy cards from your discard pile to this Pokemon. | [L][C] Shocking Shock: 120 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | [L][L][C] Disconnect: 150 damage. During your opponent's next turn, they can't play any Item cards from their hand. | [L][L][C] Electro Ball Together: 250 damage. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Pikachu V SSBSP 143	SSBSP	SSBSP_143	#143	Lightning	Basic (V)	190	Fighting x2		1	Promo	[L][L][C] Volt Tackle: 210 damage. This Pokemon also does 30 damage to itself. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Greninja Star SSBSP 144	SSBSP	SSBSP_144	#144	Darkness	Basic (Star)	130	Grass x2		1	Promo	You can't have more than 1 Pokemon Star in your deck. | Poke-Power: Shadow Knife. When you play this Pokemon from your hand onto your Bench during your turn, you may put 1 damage counter on 1 of your opponent's Pokemon. | [D][C][C] Mist Slash: 100 damage. This attack's damage isn't affected by Weakness or Resistance, or by any effects on your opponent's Active Pokemon.
Pikachu V SSBSP 145	SSBSP	SSBSP_145	#145	Lightning	Basic (V)	190	Fighting x2		1	Promo	[L][L][C] Volt Tackle: 210 damage. This Pokemon also does 30 damage to itself. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Poke Ball SSBSP 146	SSBSP	SSBSP_146	#146		Trainer - Item					Promo	Flip a coin. If heads, search your deck for a Pokemon, show it to your opponent, and put it into your hand. Shuffle your deck afterward. | You may play any number of Item cards during your turn.
Rayquaza V SSBSP 147	SSBSP	SSBSP_147	#147	Dragon	Basic (V) (Rapid Strike)	210			2	Promo	[L] Dragon Pulse: 40 damage. Discard the top 2 cards of your deck. | [R][L] Spiral Burst: 20+ damage. You may discard up to 2 basic [R] Energy or up to 2 basic [L] Energy from this Pokemon. This attack does 80 more damage for each card you discarded in this way. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Noivern V SSBSP 148	SSBSP	SSBSP_148	#148	Dragon	Basic (V)	200			0	Promo	[P] Boomburst: This attack does 20 damage to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [P][D] Synchro Loud: 60+ damage. If you have the same number of cards in your hand as your opponent, this attack does 120 more damage. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Flareon V SSBSP 149	SSBSP	SSBSP_149	#149	Fire	Basic (V) (Single Strike)	210	Water x2		2	Promo	[C] Flaming Breath: 20 damage. Search your deck for a [R] Energy card and attach it to this Pokemon. Then, shuffle your deck. | [R][R][C] Scorching Column: 120 damage. Your opponent's Active Pokemon is now Burned. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Vaporeon V SSBSP 150	SSBSP	SSBSP_150	#150	Water	Basic (V) (Rapid Strike)	210	Lightning x2		2	Promo	[C] Triple Draw: Draw 3 cards. | [W][W][C] Splash Jump: 90 damage. Switch this Pokemon with 1 of your Benched Pokemon. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Jolteon V SSBSP 151	SSBSP	SSBSP_151	#151	Lightning	Basic (V)	190	Fighting x2		0	Promo	[C] Thunder Spear: This attack does 20 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [L][C][C] Pin Missile: 60x damage. Flip 4 coins. This attack does 60 damage for each heads. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Professor's Research SSBSP 152	SSBSP	SSBSP_152	#152		Trainer - Supporter (Professor Juniper)					Promo	Discard your hand and draw 7 cards. | You may play only 1 Supporter card during your turn.
Pikachu SSBSP 153	SSBSP	SSBSP_153	#153	Lightning	Basic	60	Fighting x2		1	Promo	[L][L] Thunder Shock: 30 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.
Dragonite V SSBSP 154	SSBSP	SSBSP_154	#154	Dragon	Basic (V)	230			3	Promo	[C][C] Shred: 50 damage. This attack's damage isn't affected by any effects on your opponent's Active Pokemon. | [W][W][L] Dragon Gale: 250 damage. This attack also does 20 damage to each of your Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Greninja V-UNION SSBSP 155	SSBSP	SSBSP_155	#155	Water	V-UNION	300	Lightning x2		2	Promo	Once per game during your turn, combine 4 different Greninja V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [W] Energy cards from your discard pile to this Pokemon. | Ability: Ninja Body. Whenever your opponent plays an Item card from their hand, prevent all effects of that card done to this Pokemon. | [W] Aqua Edge: 130 damage. | Ability: Antidote Jutsu. This Pokemon can't be Poisoned. | [W][W][C] Twister Shuriken: This attack does 100 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | Ability: Feel the Way. Once during your turn, you may have your opponent reveal their hand. | [W][W][C] Waterfall Bind: 180 damage. During your opponent's next turn, the Defending Pokemon can't retreat. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Greninja V-UNION SSBSP 156	SSBSP	SSBSP_156	#156	Water	V-UNION	300	Lightning x2		2	Promo	Once per game during your turn, combine 4 different Greninja V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [W] Energy cards from your discard pile to this Pokemon. | Ability: Ninja Body. Whenever your opponent plays an Item card from their hand, prevent all effects of that card done to this Pokemon. | [W] Aqua Edge: 130 damage. | Ability: Antidote Jutsu. This Pokemon can't be Poisoned. | [W][W][C] Twister Shuriken: This attack does 100 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | Ability: Feel the Way. Once during your turn, you may have your opponent reveal their hand. | [W][W][C] Waterfall Bind: 180 damage. During your opponent's next turn, the Defending Pokemon can't retreat. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Greninja V-UNION SSBSP 157	SSBSP	SSBSP_157	#157	Water	V-UNION	300	Lightning x2		2	Promo	Once per game during your turn, combine 4 different Greninja V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [W] Energy cards from your discard pile to this Pokemon. | Ability: Ninja Body. Whenever your opponent plays an Item card from their hand, prevent all effects of that card done to this Pokemon. | [W] Aqua Edge: 130 damage. | Ability: Antidote Jutsu. This Pokemon can't be Poisoned. | [W][W][C] Twister Shuriken: This attack does 100 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | Ability: Feel the Way. Once during your turn, you may have your opponent reveal their hand. | [W][W][C] Waterfall Bind: 180 damage. During your opponent's next turn, the Defending Pokemon can't retreat. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Greninja V-UNION SSBSP 158	SSBSP	SSBSP_158	#158	Water	V-UNION	300	Lightning x2		2	Promo	Once per game during your turn, combine 4 different Greninja V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [W] Energy cards from your discard pile to this Pokemon. | Ability: Ninja Body. Whenever your opponent plays an Item card from their hand, prevent all effects of that card done to this Pokemon. | [W] Aqua Edge: 130 damage. | Ability: Antidote Jutsu. This Pokemon can't be Poisoned. | [W][W][C] Twister Shuriken: This attack does 100 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | Ability: Feel the Way. Once during your turn, you may have your opponent reveal their hand. | [W][W][C] Waterfall Bind: 180 damage. During your opponent's next turn, the Defending Pokemon can't retreat. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Mewtwo V-UNION SSBSP 159	SSBSP	SSBSP_159	#159	Psychic	V-UNION	310	Darkness x2	Fighting -30	2	Promo	Once per game during your turn, combine 4 different Mewtwo V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [P] Energy cards from your discard pile to this Pokemon. | [P][P][C] Super Regeneration: Heal 200 damage from this Pokemon. | [P][P][C] Psysplosion: Put 16 damage counters on your opponent's Pokemon in any way you like. | Ability: Photon Barrier. Prevent all effects of attacks from your opponent's Pokemon done to this Pokemon. (Damage is not an effect.) | [P][P][P][C] Final Burn: 300 damage. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
Mewtwo V-UNION SSBSP 160	SSBSP	SSBSP_160	#160	Psychic	V-UNION	310	Darkness x2	Fighting -30	2	Promo	Once per game during your turn, combine 4 different Mewtwo V-UNION from your discard pile and put them onto your Bench. | [C] Union Gain: Attach up to 2 [P] Energy cards from your discard pile to this Pokemon. | [P][P][C] Super Regeneration: Heal 200 damage from this Pokemon. | [P][P][C] Psysplosion: Put 16 damage counters on your opponent's Pokemon in any way you like. | Ability: Photon Barrier. Prevent all effects of attacks from your opponent's Pokemon done to this Pokemon. (Damage is not an effect.) | [P][P][P][C] Final Burn: 300 damage. | When your Pokemon V-UNION is Knocked Out, your opponent takes 3 Prize cards.
