Name ImageFile	Set	ImageFile	Set #	Type	Stage	HP	Weakness	Resistance	Retreat Cost	Rarity	Text
Hisuian Samurott VSTAR ASR 197	ASR	ASR_197	#197	Darkness	VSTAR (V) - Hisuian Samurott V	270	Grass x2		2	Rare Secret	[D][D] Merciless Blade: 110+ damage. If your opponent's Active Pokemon already has any damage counters on it, this attack does 110 more damage. | Ability: Moon Cleave Star. During your turn, you may put 4 damage counters on 1 of your opponent's Pokemon. (You can't use more than 1 VSTAR Power in a game.) | When your Pokemon VSTAR is Knocked Out, your opponent takes 2 Prize cards.
Origin Forme Dialga VSTAR ASR 198	ASR	ASR_198	#198	Metal	VSTAR (V) - Origin Forme Dialga V	280	Fire x2	Grass -30	3	Rare Secret	[C] Metal Blast: 40+ damage. This attack does 40 more damage for each [M] Energy attached to this Pokemon. | [M][M][M][M][C] Star Chronos: 220 damage. Take another turn after this one. (Skip Pokemon Checkup.) (You can't use more than 1 VSTAR Power in a game.) | When your Pokemon VSTAR is Knocked Out, your opponent takes 2 Prize cards.
Adaman ASR 199	ASR	ASR_199	#199		Trainer - Supporter					Rare Secret	You can use this card only if you discard 2 [M] Energy cards from your hand. Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck. | You may play only 1 Supporter card during your turn.
Choy ASR 200	ASR	ASR_200	#200		Trainer - Supporter					Rare Secret	Each player reveals their hand. Draw 3 cards. | You may play only 1 Supporter card during your turn.
Cyllene ASR 201	ASR	ASR_201	#201		Trainer - Supporter					Rare Secret	Flip 2 coins. Put a number of cards up to the number of heads from your discard pile on top of your deck in any order. | You may play only 1 Supporter card during your turn.
Gardenia's Vigor ASR 202	ASR	ASR_202	#202		Trainer - Supporter					Rare Secret	Draw 2 cards. If you drew any cards in this way, attach up to 2 [G] Energy cards from your hand to 1 of your Benched Pokemon. | You may play only 1 Supporter card during your turn.
Grant ASR 203	ASR	ASR_203	#203		Trainer - Supporter					Rare Secret	During this turn, your [F] Pokemon's attacks do 30 more damage to your opponent's Active Pokemon (before applying Weakness and Resistance). During your turn, if this Grant is in your discard pile, you may discard 2 cards, except any Grant, from your hand. If you do, put this Grant into your hand. (This effect doesn't use up your Supporter card for the turn.) | You may play only 1 Supporter card during your turn.
Irida ASR 204	ASR	ASR_204	#204		Trainer - Supporter					Rare Secret	Search your deck for a [W] Pokemon and an Item card, reveal them, and put them into your hand. Then, shuffle your deck. | You may play only 1 Supporter card during your turn.
Kamado ASR 205	ASR	ASR_205	#205		Trainer - Supporter					Rare Secret	Choose a card in your hand, and discard the other cards. If you do, draw 4 cards. (If you have no other cards in your hand, you can't use this card.) | You may play only 1 Supporter card during your turn.
Roxanne ASR 206	ASR	ASR_206	#206		Trainer - Supporter					Rare Secret	You can use this card only if your opponent has 3 or fewer Prize cards remaining. Each player shuffles their hand into their deck. Then, you draw 6 cards, and your opponent draws 2 cards. | You may play only 1 Supporter card during your turn.
Zisu ASR 207	ASR	ASR_207	#207		Trainer - Supporter					Rare Secret	Draw cards until you have 1 more card in your hand than your opponent. | You may play only 1 Supporter card during your turn.
Origin Forme Palkia VSTAR ASR 208	ASR	ASR_208	#208	Water	VSTAR (V) - Origin Forme Palkia V	280	Lightning x2		2	Rare Secret	[W][W] Subspace Swell: 60+ damage. This attack does 20 more damage for each Benched Pokemon (both yours and your opponent's). | Ability: Star Portal. During your turn, you may attach up to 3 [W] Energy cards from your discard pile to your [W] Pokemon in any way you like. (You can't use more than 1 VSTAR Power in a game.) | When your Pokemon VSTAR is Knocked Out, your opponent takes 2 Prize cards.
Hisuian Samurott VSTAR ASR 209	ASR	ASR_209	#209	Darkness	VSTAR (V) - Hisuian Samurott V	270	Grass x2		2	Rare Secret	[D][D] Merciless Blade: 110+ damage. If your opponent's Active Pokemon already has any damage counters on it, this attack does 110 more damage. | Ability: Moon Cleave Star. During your turn, you may put 4 damage counters on 1 of your opponent's Pokemon. (You can't use more than 1 VSTAR Power in a game.) | When your Pokemon VSTAR is Knocked Out, your opponent takes 2 Prize cards.
Origin Forme Dialga VSTAR ASR 210	ASR	ASR_210	#210	Metal	VSTAR (V) - Origin Forme Dialga V	280	Fire x2	Grass -30	3	Rare Secret	[C] Metal Blast: 40+ damage. This attack does 40 more damage for each [M] Energy attached to this Pokemon. | [M][M][M][M][C] Star Chronos: 220 damage. Take another turn after this one. (Skip Pokemon Checkup.) (You can't use more than 1 VSTAR Power in a game.) | When your Pokemon VSTAR is Knocked Out, your opponent takes 2 Prize cards.
Choice Belt ASR 211	ASR	ASR_211	#211		Trainer - Item - Pokemon Tool					Rare Secret	Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached. | The attacks of the Pokemon this card is attached to do 30 more damage to your opponent's Active Pokemon V (before applying Weakness and Resistance). | You may play any number of Item cards during your turn.
Jubilife Village ASR 212	ASR	ASR_212	#212		Trainer - Stadium					Rare Secret	Once during each player's turn, that player may shuffle their hand into their deck and draw 5 cards. If they do, their turn ends. | This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can't play this card.
Path to the Peak ASR 213	ASR	ASR_213	#213		Trainer - Stadium					Rare Secret	Pokemon with a Rule Box in play (both yours and your opponent's) have no Abilities. (Pokemon V, Pokemon-GX, etc. have Rule Boxes.) | This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can't play this card.
Temple of Sinnoh ASR 214	ASR	ASR_214	#214		Trainer - Stadium					Rare Secret	All Special Energy attached to Pokemon (both yours and your opponent's) provide [C] Energy and have no other effect. | This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can't play this card.
Trekking Shoes ASR 215	ASR	ASR_215	#215		Trainer - Item					Rare Secret	Look at the top card of your deck. You may put that card into your hand. If you don't, discard that card and draw a card. | You may play any number of Item cards during your turn.
Double Turbo Energy ASR 216	ASR	ASR_216	#216		Energy - Special					Rare Secret	As long as this card is attached to a Pokemon, it provides [C][C] Energy. The attacks of the Pokemon this card is attached to do 20 less damage to your opponent's Pokemon (before applying Weakness and Resistance).
Abomasnow ASR 217	ASR	ASR_217	#217	Grass	Stage 1 (Single Strike) - Snover	140	Fire x2		3	Rare Ultra	Ability: Toughness Boost. Your Single Strike Pokemon in play, except any Abomasnow, get +50 HP. You can't apply more than 1 Toughness Boost Ability at a time. | [G][C][C] Mega Punch: 90 damage.
Flapple ASR 218	ASR	ASR_218	#218	Grass	Stage 1 - Applin	80	Fire x2		1	Rare Ultra	Ability: Apple Drop. Once during your turn, you may put 2 damage counters on 1 of your opponent's Pokemon. If you placed any damage counters in this way, shuffle this Pokemon and all attached cards into your deck. | [C][C] Acid Spray: 60 damage. Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.
Kingdra ASR 219	ASR	ASR_219	#219	Water	Stage 2 - Seadra	150	Lightning x2		1	Rare Ultra	Ability: Deep Sea King. When your Active Pokemon is Knocked Out by damage from an attack from your opponent's Pokemon, you may move any amount of [W] Energy from that Pokemon to this Pokemon. | [W] Aqua Burst: 40x damage. This attack does 40 damage for each [W] Energy attached to this Pokemon.
Frosmoth ASR 220	ASR	ASR_220	#220	Water	Stage 1 - Snom	90	Metal x2		2	Rare Ultra	Ability: Ice Dance. As often as you like during your turn, you may attach a [W] Energy card from your hand to 1 of your Benched [W] Pokemon. | [W][C] Aurora Beam: 30 damage.
Gardevoir ASR 221	ASR	ASR_221	#221	Psychic	Stage 2 - Kirlia	140	Metal x2		2	Rare Ultra	Ability: Shining Arcana. Once during your turn, you may look at the top 2 cards of your deck and attach any number of basic Energy cards you find there to your Pokemon in any way you like. Put the other cards into your hand. | [C][C][C] Brainwave: 60+ damage. This attack does 30 more damage for each [P] Energy attached to this Pokemon.
Wyrdeer ASR 222	ASR	ASR_222	#222	Psychic	Stage 1 - Stantler	140	Darkness x2	Fighting -30	2	Rare Ultra	Ability: Hurried Gait. Once during your turn, you may draw a card. | [C][C] Extrasensory: 40+ damage. If you have the same number of cards in your hand as your opponent, this attack does 80 more damage.
Falinks ASR 223	ASR	ASR_223	#223	Fighting	Basic (Rapid Strike)	110	Psychic x2		2	Rare Ultra	[F][C] Rapid Strike Squad: 20x damage. This attack does 20 damage for each of your Rapid Strike Pokemon in play.
Kleavor ASR 224	ASR	ASR_224	#224	Fighting	Stage 1 - Scyther	140	Grass x2		2	Rare Ultra	[C][C] Timber Cleave: Flip 2 coins. If both of them are heads, your opponent's Active Pokemon is Knocked Out. | [F][F] Berserker Tackle: 120 damage. This Pokemon also does 30 damage to itself.
Mightyena ASR 225	ASR	ASR_225	#225	Darkness	Stage 1 - Poochyena	110	Grass x2		2	Rare Ultra	Ability: Hustle Bark. If your opponent has any Pokemon VMAX in play, this Pokemon's attacks cost [C][C][C] less. | [C][C][C] Wild Tackle: 160 damage. This Pokemon also does 50 damage to itself.
Galarian Obstagoon ASR 226	ASR	ASR_226	#226	Darkness	Stage 2 - Galarian Linoone	160	Grass x2		2	Rare Ultra	Ability: Untamed Shout. When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may put 3 damage counters on 1 of your opponent's Pokemon. | [D][C] Obstruct: 90 damage. During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Basic Pokemon.
Bronzong ASR 227	ASR	ASR_227	#227	Metal	Stage 1 - Bronzor	110	Fire x2	Grass -30	3	Rare Ultra	Ability: Metal Transfer. As often as you like during your turn, you may move a [M] Energy from 1 of your Pokemon to another of your Pokemon. | [M][C][C] Zen Headbutt: 70 damage.
Hoothoot ASR 228	ASR	ASR_228	#228	Colorless	Basic	50	Lightning x2	Fighting -30	1	Rare Ultra	Ability: Stand Sentry. Basic Energy attached to your Benched Pokemon can't be discarded by an effect of your opponent's Item or Supporter cards. | [C][C] Flap: 20 damage.
Starmie V ASR 229	ASR	ASR_229	#229	Water	Basic (V)	190	Lightning x2		0	Rare Ultra	[C][C] Swift: 50 damage. This attack's damage isn't affected by Weakness or Resistance, or by any effects on your opponent's Active Pokemon. | [W][W] Energy Spiral: 50x damage. This attack does 50 damage for each Energy attached to all of your opponent's Pokemon. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Ice Rider Calyrex V ASR 230	ASR	ASR_230	#230	Water	Basic (V)	210	Metal x2		2	Rare Ultra	[W] Pierce: 40 damage. | [W][W][C] Glacial Lance: 200 damage. Discard 2 Energy from this Pokemon. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Ice Rider Calyrex VMAX ASR 231	ASR	ASR_231	#231	Water	VMAX (Dynamax) (V) - Ice Rider Calyrex V	320	Metal x2		2	Rare Ultra	[C][C] Ride of the High King: 10+ damage. This attack does 30 more damage for each of your opponent's Benched Pokemon. | [W][W] Max Lance: 10+ damage. You may discard up to 2 Energy from this Pokemon. If you do, this attack does 120 more damage for each card you discarded in this way. | When your Pokemon VMAX is Knocked Out, your opponent takes 3 Prize cards.
Galarian Articuno V ASR 232	ASR	ASR_232	#232	Psychic	Basic (V)	210	Darkness x2	Fighting -30	2	Rare Ultra	Ability: Reconstitute. You must discard 2 cards from your hand in order to use this Ability. Once during your turn, you may draw a card. | [P][C][C] Psyray: 110 damage. Your opponent's Active Pokemon is now Confused. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Shadow Rider Calyrex V ASR 233	ASR	ASR_233	#233	Psychic	Basic (V)	210	Darkness x2	Fighting -30	2	Rare Ultra	[P] Shadow Mist: 10 damage. During your opponent's next turn, they can't play any Special Energy or Stadium cards from their hand. | [C][C][C] Astral Barrage: Choose 2 of your opponent's Pokemon and put 5 damage counters on each of them. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Shadow Rider Calyrex VMAX ASR 234	ASR	ASR_234	#234	Psychic	VMAX (Dynamax) (V) - Shadow Rider Calyrex V	320	Darkness x2	Fighting -30	2	Rare Ultra	Ability: Underworld Door. Once during your turn, you may attach a [P] Energy card from your hand to 1 of your Benched [P] Pokemon. If you attached Energy to a Pokemon in this way, draw 2 cards. | [C][C][C] Max Geist: 10+ damage. This attack does 30 more damage for each [P] Energy attached to all of your Pokemon. | When your Pokemon VMAX is Knocked Out, your opponent takes 3 Prize cards.
Galarian Zapdos V ASR 235	ASR	ASR_235	#235	Fighting	Basic (V)	200	Psychic x2		1	Rare Ultra	Ability: Fighting Instinct. This Pokemon's attacks cost [C] less for each of your opponent's Pokemon V in play. | [F][C][C][C] Thunderous Kick: 170 damage. Before doing damage, discard a Special Energy from your opponent's Active Pokemon. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Galarian Moltres V ASR 236	ASR	ASR_236	#236	Darkness	Basic (V)	220	Grass x2		2	Rare Ultra	Ability: Direflame Wings. Once during your turn, you may attach a [D] Energy card from your discard pile to this Pokemon. You can't use more than 1 Direflame Wings Ability each turn. | [D][D][C] Aura Burn: 190 damage. This Pokemon also does 30 damage to itself. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Zacian V ASR 237	ASR	ASR_237	#237	Metal	Basic (V)	220	Fire x2	Grass -30	2	Rare Ultra	Ability: Intrepid Sword. Once during your turn, you may look at the top 3 cards of your deck and attach any number of [M] Energy cards you find there to this Pokemon. Put the other cards into your hand. If you use this Ability, your turn ends. | [M][M][M] Brave Blade: 230 damage. During your next turn, this Pokemon can't attack. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Zamazenta V ASR 238	ASR	ASR_238	#238	Metal	Basic (V)	230	Fire x2	Grass -30	2	Rare Ultra	Ability: Dauntless Shield. Prevent all damage done to this Pokemon by attacks from your opponent's Pokemon VMAX. | [M][M][C] Assault Tackle: 130 damage. Discard a Special Energy from your opponent's Active Pokemon. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Garchomp V ASR 239	ASR	ASR_239	#239	Dragon	Basic (V)	200			0	Rare Ultra	[W][F][C] Dragon Claw: 120 damage. | [W][F][F][C] Sonic Strike: Discard 3 Energy from this Pokemon. This attack does 220 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Allister ASR 240	ASR	ASR_240	#240		Trainer - Supporter					Rare Ultra	Draw 3 cards. If you drew any cards in this way, discard up to 3 cards from your hand. (You must discard at least 1 card.) | You may play only 1 Supporter card during your turn.
Bea ASR 241	ASR	ASR_241	#241		Trainer - Supporter					Rare Ultra	Discard the top 5 cards of your deck, and attach any Energy cards you discarded in this way to your Benched [F] Pokemon in any way you like. | You may play only 1 Supporter card during your turn.
Melony ASR 242	ASR	ASR_242	#242		Trainer - Supporter					Rare Ultra	Attach a [W] Energy card from your discard pile to 1 of your Pokemon V. If you do, draw 3 cards. | You may play only 1 Supporter card during your turn.
Milo ASR 243	ASR	ASR_243	#243		Trainer - Supporter					Rare Ultra	Discard up to 2 cards from your hand, and draw 2 cards for each card you discarded in this way. | You may play only 1 Supporter card during your turn.
Piers ASR 244	ASR	ASR_244	#244		Trainer - Supporter					Rare Ultra	Search your deck for an Energy card and a [D] Pokemon, reveal them, and put them into your hand. Then, shuffle your deck. | You may play only 1 Supporter card during your turn.
Ice Rider Calyrex VMAX ASR 245	ASR	ASR_245	#245	Water	VMAX (Dynamax) (V) - Ice Rider Calyrex V	320	Metal x2		2	Rare Secret	[C][C] Ride of the High King: 10+ damage. This attack does 30 more damage for each of your opponent's Benched Pokemon. | [W][W] Max Lance: 10+ damage. You may discard up to 2 Energy from this Pokemon. If you do, this attack does 120 more damage for each card you discarded in this way. | When your Pokemon VMAX is Knocked Out, your opponent takes 3 Prize cards.
Shadow Rider Calyrex VMAX ASR 246	ASR	ASR_246	#246	Psychic	VMAX (Dynamax) (V) - Shadow Rider Calyrex V	320	Darkness x2	Fighting -30	2	Rare Secret	Ability: Underworld Door. Once during your turn, you may attach a [P] Energy card from your hand to 1 of your Benched [P] Pokemon. If you attached Energy to a Pokemon in this way, draw 2 cards. | [C][C][C] Max Geist: 10+ damage. This attack does 30 more damage for each [P] Energy attached to all of your Pokemon. | When your Pokemon VMAX is Knocked Out, your opponent takes 3 Prize cards.
Oddish LOR 1	LOR	LOR_001	#001	Grass	Basic	50	Fire x2		1	Common	[G][C] Ram: 30 damage.
Gloom LOR 2	LOR	LOR_002	#002	Grass	Stage 1 - Oddish	80	Fire x2		2	Uncommon	[G][C] Absorb: 30 damage. Heal 30 damage from this Pokemon.
Vileplume LOR 3	LOR	LOR_003	#003	Grass	Stage 2 - Gloom	150	Fire x2		2	Rare Holo	[G][C] Mega Drain: 50 damage. Heal 30 damage from this Pokemon. | [G][C][C] Allergy Storm: 90 damage. Flip a coin. If heads, during your opponent's next turn, they can't play any Supporter cards from their hand. If tails, during your opponent's next turn, they can't play any Item cards from their hand.
Paras LOR 4	LOR	LOR_004	#004	Grass	Basic	70	Fire x2		1	Common	[G][C] Absorb: 20 damage. Heal 10 damage from this Pokemon.
Parasect LOR 5	LOR	LOR_005	#005	Grass	Stage 1 - Paras	120	Fire x2		2	Rare	Ability: Lethargy Spores. When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may make both Active Pokemon Asleep and Poisoned. | [G][C] X-Scissor: 50+ damage. Flip a coin. If heads, this attack does 50 more damage.
Wurmple LOR 6	LOR	LOR_006	#006	Grass	Basic	60	Fire x2		1	Common	[G] Sting: 10 damage. | [G][G][G] Creepy-Crawly Congregation: Search your deck for any number of Wurmple, Silcoon, Beautifly, Cascoon, and Dustox, reveal them, and put them into your hand. Then, shuffle your deck.
Silcoon LOR 7	LOR	LOR_007	#007	Grass	Stage 1 - Wurmple	80	Fire x2		3	Uncommon	[G] Entangling String: Flip a coin. If heads, during your opponent's next turn, the Defending Pokemon can't attack. | [G][C] Ram: 30 damage.
Beautifly LOR 8	LOR	LOR_008	#008	Grass	Stage 2 - Silcoon	130	Fire x2		1	Rare Holo	Ability: Stoked Straw. Once during your turn, you may draw cards until you have 6 cards in your hand. | [G][C] Mega Drain: 70 damage. Heal 30 damage from this Pokemon.
Cascoon LOR 9	LOR	LOR_009	#009	Grass	Stage 1 - Wurmple	80	Fire x2		3	Uncommon	[G] Harden: During your opponent's next turn, prevent all damage done to this Pokemon by attacks if that damage is 60 or less. | [C][C] Rolling Tackle: 20 damage.
Dustox LOR 10	LOR	LOR_010	#010	Grass	Stage 2 - Cascoon	140	Fire x2		1	Rare	[C][C] Nadir Powder: Your opponent's Active Pokemon is now Confused and Poisoned. During Pokemon Checkup, put 8 damage counters on that Pokemon instead of 1. | [G][C][C] Cutting Wind: 110 damage.
Seedot LOR 11	LOR	LOR_011	#011	Grass	Basic	50	Fire x2		1	Common	[G] Absorb: 10 damage. Heal 10 damage from this Pokemon.
Nuzleaf LOR 12	LOR	LOR_012	#012	Grass	Stage 1 - Seedot	80	Fire x2		2	Uncommon	[G] Push Down: 30 damage. You may have your opponent switch their Active Pokemon with 1 of their Benched Pokemon.
Shiftry LOR 13	LOR	LOR_013	#013	Grass	Stage 2 - Nuzleaf	160	Fire x2		2	Rare Holo	[G] Fan Tornado: 50 damage. You may have your opponent switch their Active Pokemon with 1 of their Benched Pokemon. | [G] Tearing Gust: 210 damage. Put this Pokemon and all attached cards in the Lost Zone.
Roselia LOR 14	LOR	LOR_014	#014	Grass	Basic	70	Fire x2		1	Common	[G] Soothing Scent: Your opponent's Active Pokemon is now Asleep.
Roserade LOR 15	LOR	LOR_015	#015	Grass	Stage 1 - Roselia	120	Fire x2		1	Uncommon	[G] Poisonous Whip: 30 damage. Your opponent's Active Pokemon is now Poisoned. | [G][C] Assassin's Rose: 60 damage. If your opponent's Active Pokemon is affected by a Special Condition, this attack also does 60 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Phantump LOR 16	LOR	LOR_016	#016	Grass	Basic	70	Fire x2		2	Common	[C] Hook: 10 damage.
Trevenant LOR 17	LOR	LOR_017	#017	Grass	Stage 1 - Phantump	120	Fire x2		3	Rare Holo	Ability: Elder Tree Barrier. If this Pokemon is Knocked Out by damage from an attack from your opponent's Pokemon V, your opponent can't take any Prize cards for it. | [G][G][C] Giga Impact: 150 damage. During your next turn, this Pokemon can't attack.
Blipbug LOR 18	LOR	LOR_018	#018	Grass	Basic	50	Fire x2		1	Common	[G][C] Gnaw: 30 damage.
Dottler LOR 19	LOR	LOR_019	#019	Grass	Stage 1 - Blipbug	80	Fire x2		2	Uncommon	[G][C] Barrier Attack: 30 damage. During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance).
Orbeetle LOR 20	LOR	LOR_020	#020	Grass	Stage 2 - Dottler	110	Fire x2		1	Rare Holo	Ability: Jamming Attachment. When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may attach up to 3 Energy cards from your opponent's discard pile to your opponent's Pokemon in any way you like. | [C][C] Mysterious Wave: 30+ damage. This attack does 50 more damage for each Energy attached to your opponent's Active Pokemon.
Slugma LOR 21	LOR	LOR_021	#021	Fire	Basic	70	Water x2		2	Common	[R] Draw In: Attach a [R] Energy card from your discard pile to this Pokemon. | [R][R][C] Combustion: 50 damage.
Magcargo LOR 22	LOR	LOR_022	#022	Fire	Stage 1 - Slugma	130	Water x2		3	Rare	[R] Flare: 30 damage. | [R][R][C] Lost Volcano: 220 damage. Put all Energy attached to this Pokemon in the Lost Zone.
Torkoal LOR 23	LOR	LOR_023	#023	Fire	Basic	110	Water x2		2	Uncommon	[R][C] Stampede: 30 damage. | [R][C][C][C] Flamethrower: 130 damage. Discard an Energy from this Pokemon.
Litwick LOR 24	LOR	LOR_024	#024	Fire	Basic	60	Water x2		1	Common	[R] Kindling Panic: Discard the top card of your opponent's deck.
Lampent LOR 25	LOR	LOR_025	#025	Fire	Stage 1 - Litwick	80	Water x2		1	Uncommon	[R] Flickering Glow: 20 damage. Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.
Chandelure LOR 26	LOR	LOR_026	#026	Fire	Stage 2 - Lampent	150	Water x2		2	Rare Holo	Ability: Mountain Roasting. When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may discard the top 3 cards of your opponent's deck. | [R][C] Heat Blast: 90 damage.
Delphox V LOR 27	LOR	LOR_027	#027	Fire	Basic (V)	210	Water x2		2	Ultra-Rare Rare	[R] Eerie Glow: Your opponent's Active Pokemon is now Burned and Confused. | [R][R][C] Magical Fire: 120 damage. Put 2 Energy attached to this Pokemon in the Lost Zone. This attack also does 120 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
Litleo LOR 28	LOR	LOR_028	#028	Fire	Basic	70	Water x2		2	Common	[R] Singe: Your opponent's Active Pokemon is now Burned.
Pyroar LOR 29	LOR	LOR_029	#029	Fire	Stage 1 - Litleo	120	Water x2		2	Rare Holo	Ability: Scorching Aura. During Pokemon Checkup, put 4 damage counters on your opponent's Burned Pokemon instead of 2. | [R][C][C] Fire Fang: 90 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Burned.
Poliwag LOR 30	LOR	LOR_030	#030	Water	Basic	60	Lightning x2		1	Common	[W] Splashing Dodge: 10 damage. Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.
Poliwhirl LOR 31	LOR	LOR_031	#031	Water	Stage 1 - Poliwag	90	Lightning x2		2	Uncommon	[C][C] Light Punch: 30 damage. | [W][C][C] Double Smash: 50x damage. Flip 2 coins. This attack does 50 damage for each heads.
Politoed LOR 32	LOR	LOR_032	#032	Water	Stage 2 - Poliwhirl	140	Lightning x2		2	Rare	[C][C] Lordly Songleader: 10+ damage. If Poliwag is on your Bench, this attack does 60 more damage. If Poliwhirl is on your Bench, this attack does 90 more damage. If Poliwrath is on your Bench, this attack does 120 more damage. | [W][C][C] Hydro Splash: 100 damage.
Seel LOR 33	LOR	LOR_033	#033	Water	Basic	70	Lightning x2		1	Common	[W] Headbutt: 10 damage. | [W][C] Rain Splash: 20 damage.
Dewgong LOR 34	LOR	LOR_034	#034	Water	Stage 1 - Seel	120	Lightning x2		2	Rare	[W] Swim Freely: 10 damage. Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon. | [C][C] Floe Return: 40x damage. Shuffle any amount of [W] Energy from your Pokemon into your deck. This attack does 40 damage for each card you shuffled into your deck in this way.
Horsea LOR 35	LOR	LOR_035	#035	Water	Basic	50	Lightning x2		1	Common	[W] Reverse Thrust: 10 damage. Switch this Pokemon with 1 of your Benched Pokemon.
Seadra LOR 36	LOR	LOR_036	#036	Water	Stage 1 - Horsea	80	Lightning x2		1	Uncommon	[W] Swim Freely: 10 damage. Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon. | [W] Hydro Jet: This attack does 20 damage to 1 of your opponent's Pokemon for each [W] Energy attached to this Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Kingdra LOR 37	LOR	LOR_037	#037	Water	Stage 2 - Seadra	150	Lightning x2		1	Rare Holo	Ability: Seething Currents. Once during your turn, you may have either player shuffle their hand and put it on the bottom of their deck. If that player put any cards on the bottom of their deck in this way, they draw 4 cards. | [W][C] Hydro Splash: 130 damage.
Luvdisc LOR 38	LOR	LOR_038	#038	Water	Basic	70	Lightning x2		1	Common	[C] Matching Look: Each player reveals the top 2 cards of their deck, then draws those cards. | [C][C] Tackle: 30 damage.
Shellos LOR 39	LOR	LOR_039	#039	Water	Basic	70	Lightning x2		2	Common	[C] Rain Splash: 10 damage. | [C][C][C] Surf: 30 damage.
Finneon LOR 40	LOR	LOR_040	#040	Water	Basic	50	Lightning x2		1	Common	Ability: Oceanic Accompaniment. As often as you like during your turn, you may attach a [W] Energy card from your hand to 1 of your Pokemon that has the Swim Freely attack. | [W] Water Gun: 10 damage.
Lumineon LOR 41	LOR	LOR_041	#041	Water	Stage 1 - Finneon	90	Lightning x2		1	Uncommon	[W] Swim Freely: 10 damage. Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon. | [W][W][C] Waterfall: 120 damage.
Snover LOR 42	LOR	LOR_042	#042	Water	Basic	80	Metal x2		3	Common	[W] Corkscrew Punch: 10 damage. | [W][W][C] Icicle Missile: 60 damage.
Abomasnow LOR 43	LOR	LOR_043	#043	Water	Stage 1 - Snover	140	Metal x2		4	Uncommon	[W][C] Icicle Punch: 50 damage. | [W][W][C] Double-Edge: 160 damage. This Pokemon also does 30 damage to itself.
Hisuian Basculin LOR 44	LOR	LOR_044	#044	Water	Basic	50	Lightning x2		1	Common	[-] Surprise Attack: 40 damage. Flip a coin. If tails, this attack does nothing.
Hisuian Basculegion LOR 45	LOR	LOR_045	#045	Water	Stage 1 - Hisuian Basculin	110	Lightning x2		1	Rare Holo	[-] Upstream Spirits: 20x damage. This attack does 20 damage for each basic Energy card in your discard pile. Then, shuffle those cards into your deck. | [W] Water Shot: 70 damage. Discard an Energy from this Pokemon.
Ducklett LOR 46	LOR	LOR_046	#046	Water	Basic	60	Lightning x2	Fighting -30	1	Common	[W] Rain Splash: 20 damage.
Swanna LOR 47	LOR	LOR_047	#047	Water	Stage 1 - Ducklett	120	Lightning x2	Fighting -30	2	Uncommon	[W] Water Pulse: 20 damage. Your opponent's Active Pokemon is now Asleep. | [W][W][C] Air Slash: 130 damage. Discard an Energy from this Pokemon.
Kyurem V LOR 48	LOR	LOR_048	#048	Water	Basic (V)	220	Metal x2		3	Ultra-Rare Rare	[W] Rapid Freeze: Attach any number of [W] Energy cards from your hand to your Pokemon in any way you like. | [W][W][W] Frost Smash: 140 damage. | When your Pokemon V is Knocked Out, your opponent takes 2 Prize cards.
